Name,Spend,Pareto
defender15 inc.,992878.65,97.19058 %
sixpenny13 inc.,992838.7,97.19197 %
recompense11 inc.,992758.3,97.19335 %
feedbacks7 inc.,992612.25,97.19474 %
orbs3 inc.,992573.4,97.19612 %
pebbled10 inc.,992451.5,97.19751 %
soilage3 inc.,992403.8,97.19889 %
despondent16 inc.,992289.9,97.20028 %
sapsuckers10 inc.,991998.9,97.20166 %
reproduces13 inc.,991345.65,97.20304 %
quotes10 inc.,991241.97,99.36928 %
larked15 inc.,990911.25,97.20443 %
surprise13 inc.,990480.75,97.20581 %
dippers9 inc.,990348.3,97.20719 %
gigolo2 inc.,989774,97.20857 %
unbinding5 inc.,989698.65,97.20995 %
flag3 inc.,989343.75,97.21133 %
attic6 inc.,989236.5,97.21271 %
oratorios3 inc.,989224.3,97.21409 %
meat7 inc.,989102.85,97.21547 %
hopeful2 inc.,988981.5,97.21685 %
primal10 inc.,988803.45,97.21823 %
crapulent6 inc.,988556.85,97.21961 %
madrases7 inc.,988143.75,97.22237 %
teahouses13 inc.,988107.3,97.22375 %
figment7 inc.,987846.3,97.22650 %
discarded2 inc.,987787.26,98.87716 %
geotaxes2 inc.,987764.7,97.22788 %
hindered4 inc.,987452.25,97.22926 %
wellspring6 inc.,987357.95,97.23063 %
squalling4 inc.,987030.6,97.23201 %
snoopier2 inc.,986903.2,97.23339 %
musicians16 inc.,986830.35,97.23477 %
showboat16 inc.,986655,97.23614 %
tout10 inc.,986621.2,97.23752 %
cogitate7 inc.,986429.9,97.23889 %
tapirs8 inc.,986304.45,97.24027 %
resting16 inc.,986025.2,97.24165 %
irrupt9 inc.,985920.1,97.24302 %
duskiest inc.,985755.7,97.24440 %
attenuate7 inc.,985683.3,97.24577 %
portly15 inc.,985538.15,97.24715 %
confined11 inc.,985498.44,98.89001 %
beddings12 inc.,985441.5,97.24852 %
billet7 inc.,985421.1,97.24990 %
grooming12 inc.,985252.35,97.25127 %
continuing14 inc.,984935.7,97.25264 %
crayoned13 inc.,984539.7,97.25402 %
recycling5 inc.,984346.7,97.25539 %
wampums inc.,984244.66,99.35469 %
captivates9 inc.,984243,97.25814 %
militantly4 inc.,984184.8,97.25951 %
perimeters4 inc.,984070.83,98.48916 %
squawky13 inc.,983989.8,97.26226 %
postilions14 inc.,983970.3,97.26363 %
enforce inc.,983924.7,97.26500 %
rescind2 inc.,983868.3,97.26637 %
aoudad inc.,983744.4,97.26775 %
primroses10 inc.,983734.4,98.40571 %
roe5 inc.,983574,97.26912 %
tediously6 inc.,983484.9,97.27049 %
commences2 inc.,983410.8,97.27186 %
threshes6 inc.,983371.7,97.27323 %
rapidity15 inc.,982700.4,97.27598 %
impinger14 inc.,982348.2,97.27735 %
camphors4 inc.,982190.1,97.27872 %
emoluments9 inc.,982044,97.28146 %
rebutted2 inc.,981928.35,97.28283 %
adjoin11 inc.,981846.15,97.28420 %
silks inc.,981809.6,97.28557 %
snuffs7 inc.,981572.4,97.28830 %
amplifying2 inc.,981402.3,97.28967 %
integer1 inc.,981275.85,97.29104 %
great13 inc.,981069.37,98.98136 %
fray2 inc.,981063.15,97.29241 %
filtrated7 inc.,980929.35,97.29378 %
checksums16 inc.,980826.45,97.29515 %
quartos6 inc.,980824.72,98.67838 %
graphing13 inc.,980584.35,97.29652 %
pipkins2 inc.,980416.7,97.29788 %
lunching13 inc.,980405.4,97.29925 %
sisal inc.,980331.3,97.30062 %
machismos11 inc.,980141.1,97.30199 %
asian15 inc.,980106,97.30335 %
sextupled2 inc.,979877.85,97.30472 %
nauseating12 inc.,979803.54,98.92335 %
preluding16 inc.,979412.1,97.30609 %
mightiness3 inc.,979313.8,97.30745 %
defrosting15 inc.,979173.9,97.30882 %
difference4 inc.,979132,97.31018 %
boutique5 inc.,979083.3,97.31155 %
notably10 inc.,978816.9,97.31292 %
softly2 inc.,978767.85,97.31428 %
authorship12 inc.,978710.1,97.31565 %
pest12 inc.,977297.25,97.31974 %
unemphatic14 inc.,977207.34,98.89959 %
snifters5 inc.,977029.65,97.32110 %
hymnody6 inc.,976783.9,97.32383 %
fag8 inc.,976511.55,97.32519 %
locate3 inc.,976448.9,97.32655 %
dens inc.,976341.75,97.32791 %
hectoring12 inc.,975519.1,97.32928 %
swimmingly inc.,975321.2,97.33064 %
holdings2 inc.,975217.95,97.33200 %
unwonted7 inc.,975118,97.33336 %
eyewashes10 inc.,974843.52,98.95878 %
crusade6 inc.,974704.65,98.38677 %
allusive6 inc.,974558.1,97.33472 %
macho3 inc.,974505.1,97.33608 %
emissary14 inc.,974305.65,97.33744 %
brute8 inc.,973759.65,97.34287 %
hangman8 inc.,973664.6,97.34423 %
trinities4 inc.,973624.35,97.34559 %
spelled9 inc.,973459.8,97.34694 %
evangelist12 inc.,973209.3,97.34830 %
tasting2 inc.,973196.43,98.45827 %
vests7 inc.,973159.85,97.34966 %
hamming10 inc.,973012.1,97.35102 %
scathing13 inc.,972806.3,97.35237 %
streamed7 inc.,972182.55,99.54941 %
suffixes2 inc.,972070.8,97.35373 %
patrol10 inc.,972004.5,97.35509 %
pray1 inc.,971897.32,99.23206 %
misjudging8 inc.,971895.06,98.97938 %
grouch3 inc.,971858.1,97.35644 %
vented14 inc.,971852.1,97.35780 %
darwinian15 inc.,971545.68,98.98299 %
impudently10 inc.,971398.8,98.22974 %
fuzes13 inc.,971379,97.35915 %
lucite1 inc.,971349,97.36051 %
widowers8 inc.,970969.05,97.36186 %
niacins2 inc.,970946.9,97.36322 %
taoist2 inc.,970754.8,97.36457 %
liftoffs9 inc.,970585.08,98.99451 %
immunize11 inc.,970573.7,97.36593 %
coziest14 inc.,970366.9,97.36728 %
overdone6 inc.,970131.93,98.15194 %
uncrossing4 inc.,969918.75,97.36863 %
prancingly7 inc.,969917.85,97.36999 %
rookies9 inc.,969881.2,97.37134 %
winnowed3 inc.,969602.2,97.37404 %
eater9 inc.,969599.7,97.37540 %
agreed14 inc.,969599.1,97.37675 %
pipe6 inc.,969522.7,97.37810 %
quaker16 inc.,969330.75,97.37945 %
cider inc.,968843.62,98.17728 %
seizable12 inc.,968415.6,97.38081 %
ascribed6 inc.,968316,97.38216 %
pityingly16 inc.,968145,97.38486 %
acquitting14 inc.,968092.44,98.55821 %
israelis16 inc.,968063.4,97.38621 %
aerobatics4 inc.,967917.75,97.38756 %
miniskirt3 inc.,967784.15,97.38891 %
equipage12 inc.,967616.1,97.39026 %
unreal13 inc.,967481.88,99.02064 %
glooms14 inc.,967187.42,98.94879 %
spew14 inc.,966867.3,97.39296 %
resurfaced1 inc.,966826.35,97.39430 %
convince9 inc.,966525.7,97.39565 %
knottiest14 inc.,966458,97.39700 %
neckpiece12 inc.,966420,98.92402 %
bargaining3 inc.,966404.7,97.39835 %
crouch16 inc.,966187.2,97.39970 %
cuspidor15 inc.,965990.3,97.40104 %
pastier6 inc.,965850.5,97.40239 %
chaplaincy2 inc.,965601.9,97.40374 %
wilds5 inc.,965112.6,97.40643 %
disagreed inc.,964986,97.40778 %
collating6 inc.,964925.25,97.40912 %
chophouses1 inc.,964597.5,97.41047 %
dodge16 inc.,963655.2,97.41181 %
collegiate2 inc.,963521.35,97.41316 %
heritages10 inc.,963409,97.41450 %
cherries8 inc.,963245.7,99.04691 %
affecting7 inc.,963154.95,97.41585 %
valeted9 inc.,963070.74,99.04937 %
caesuras9 inc.,963037.5,97.41719 %
shred14 inc.,962982.7,97.41853 %
tantalizes15 inc.,962962.04,98.36449 %
cordwoods10 inc.,962742.9,97.42122 %
dealer16 inc.,962732.1,97.42256 %
commuter13 inc.,962683.8,97.42391 %
tiller11 inc.,962609.5,97.42525 %
measurably inc.,962090.2,97.42659 %
imperials5 inc.,961912.8,97.42793 %
primp8 inc.,961599.18,99.17145 %
binoculars10 inc.,961550.85,97.43062 %
teachably16 inc.,961476.84,99.05966 %
geriatric2 inc.,961381.35,97.43196 %
tirade inc.,961272.75,97.43330 %
darkened6 inc.,961191.9,97.43464 %
restate inc.,961166.4,97.43598 %
naughts3 inc.,961121.25,97.43866 %
crush8 inc.,960848.7,97.44000 %
evictor inc.,960329.55,97.44268 %
testators8 inc.,959880,97.44402 %
terse10 inc.,959817.1,97.44536 %
impanels16 inc.,959696.8,97.44670 %
cadaverous13 inc.,959669.25,97.44804 %
batch2 inc.,959604.4,97.44938 %
befits7 inc.,959568.5,97.45071 %
ghostlike13 inc.,959360.1,97.45205 %
refused11 inc.,959246.3,97.45339 %
linear9 inc.,958951.2,97.45473 %
marijuana15 inc.,958847.9,97.45607 %
muckrakes12 inc.,958453.56,99.07372 %
rigs10 inc.,958185.45,97.45740 %
mildews8 inc.,958030.56,99.08063 %
scrubby11 inc.,957801.9,97.45874 %
implements8 inc.,957604.6,97.46141 %
seders14 inc.,957594.4,97.46275 %
bandit1 inc.,957435.9,97.46408 %
enfilade12 inc.,957317.85,97.46542 %
gawky1 inc.,957179.2,97.46675 %
hunk15 inc.,957092.4,97.46942 %
agreeably7 inc.,956912.3,97.47076 %
pollinates11 inc.,956885.76,99.08753 %
modulators12 inc.,956353.5,97.47343 %
simplifies16 inc.,956320.8,97.47476 %
weskits10 inc.,956070.5,97.47610 %
hoyden inc.,956068.95,97.47743 %
thatches8 inc.,955957.5,97.47876 %
kayaking3 inc.,955789.5,97.48010 %
optimisms6 inc.,955772.85,97.48143 %
flaws9 inc.,955562.6,97.48410 %
formidable16 inc.,955508.82,99.62901 %
agoutis10 inc.,955382.4,97.48543 %
gilts2 inc.,955281.4,97.48676 %
workloads inc.,955255.72,98.55344 %
step2 inc.,955155.24,99.10331 %
torments10 inc.,955008.45,97.48809 %
mileage8 inc.,954933.7,99.51123 %
droves14 inc.,954894.6,97.49076 %
walkups5 inc.,954576.3,97.49342 %
penetrably6 inc.,954529.2,97.49475 %
defecate8 inc.,954126.75,97.49608 %
aneroid16 inc.,953749.95,97.49741 %
heaping inc.,953742.45,97.49874 %
postscript10 inc.,953669.9,97.50141 %
garroted3 inc.,953565.15,97.50274 %
viceregal1 inc.,953427.3,97.50540 %
gristmill14 inc.,953418.7,97.50673 %
greenhouse12 inc.,953399.7,97.50806 %
bulge6 inc.,953049.1,97.50939 %
mousse12 inc.,953033.1,97.51072 %
smells8 inc.,953008.65,97.51204 %
reputed3 inc.,952992,97.51337 %
anointment9 inc.,952962.3,99.11573 %
paperwork6 inc.,952898.55,97.51603 %
isolated16 inc.,952760.4,97.51736 %
stroll15 inc.,952736.8,97.51869 %
accessory2 inc.,952485.2,97.52002 %
creams10 inc.,952308.3,97.52268 %
tethering12 inc.,952278.3,97.52401 %
seedlings2 inc.,952166.8,97.52533 %
voices12 inc.,952117.2,97.52666 %
fort9 inc.,952060.95,97.52799 %
disjoints2 inc.,952056.5,97.52932 %
teaser15 inc.,951905.1,97.53197 %
cavil6 inc.,951523.9,97.53463 %
pessimist12 inc.,951420.9,97.53728 %
judiciary6 inc.,951305.8,97.53861 %
outlander14 inc.,951208.2,97.53994 %
safflower11 inc.,951199.02,99.12259 %
femurs3 inc.,950722.92,98.12651 %
butane15 inc.,950026.75,97.54259 %
gyrfalcon4 inc.,949596.3,97.54391 %
knacks1 inc.,949336.6,97.54524 %
timidly11 inc.,948808.75,97.54656 %
evanesce11 inc.,948751.9,97.54789 %
cropland3 inc.,948722.94,99.13717 %
neolithic12 inc.,948713,97.54921 %
valuator14 inc.,948639.9,97.55053 %
reclined9 inc.,948411.2,97.55186 %
carburized8 inc.,948400.5,97.55318 %
ingrains4 inc.,948316.5,97.55450 %
serenades2 inc.,948000.3,97.55582 %
hissed5 inc.,947732.2,97.55715 %
gaieties3 inc.,947706.9,97.55847 %
marriage4 inc.,947598.15,97.55979 %
ambling12 inc.,947384.55,97.56243 %
cunnings5 inc.,947246.6,97.56375 %
faithless12 inc.,947091.5,97.56508 %
belting5 inc.,946841.9,97.56772 %
caressed11 inc.,946729.8,97.56904 %
dutifully10 inc.,946510.35,97.57036 %
faithful1 inc.,946449.18,99.15612 %
mortgage15 inc.,946339.8,97.57168 %
triumphing1 inc.,946263.3,97.57300 %
leaguer11 inc.,946113.45,97.57432 %
shorts10 inc.,946068.9,97.57564 %
galactic12 inc.,945968.4,97.57696 %
preppies15 inc.,945882.87,98.36294 %
awning6 inc.,945865.7,97.57828 %
reverence9 inc.,945637.98,99.30205 %
quackeries11 inc.,945412.9,97.58092 %
jacquards9 inc.,945398.25,97.58224 %
adage inc.,945340.3,97.58355 %
infrared9 inc.,945243.6,99.17283 %
labels5 inc.,945047.46,98.72179 %
guzzling8 inc.,945009.5,97.58487 %
aped15 inc.,944981.4,97.58619 %
reflecting11 inc.,944973,97.58751 %
creations14 inc.,944915,97.58883 %
ranker10 inc.,944890.96,98.74640 %
cored7 inc.,944758.29,99.43594 %
spheres16 inc.,944743.3,97.59015 %
haddock15 inc.,944700.6,97.59146 %
kipper5 inc.,944681.9,97.59278 %
germinal6 inc.,944208,99.18183 %
snuggles7 inc.,943590.9,97.59541 %
distaffs10 inc.,943424.6,97.59673 %
sentience3 inc.,943323,97.59805 %
overtime14 inc.,943099.5,97.59936 %
exteriorly7 inc.,942953.7,97.60068 %
solecism12 inc.,942951.75,97.60199 %
cuffing4 inc.,942868.5,97.60331 %
pastiest8 inc.,942768.9,97.60462 %
enplane13 inc.,942764.22,99.19302 %
pylorus13 inc.,942732.9,97.60594 %
coveralls1 inc.,942396.45,97.60725 %
foliated2 inc.,942186,97.60857 %
slope9 inc.,942123,97.60988 %
rampaging16 inc.,941993.25,97.61120 %
coextends10 inc.,941508,97.61251 %
grudgingly7 inc.,941163.25,97.61382 %
irascibly14 inc.,940909.65,97.61514 %
hasty2 inc.,940856.55,97.61645 %
boots6 inc.,940630.65,97.61776 %
scavenge9 inc.,940456.6,97.61907 %
coldest9 inc.,940402.95,97.62170 %
trash9 inc.,940293.7,97.62301 %
swaddling7 inc.,940234.7,97.62432 %
noise6 inc.,940179.15,97.62694 %
unfailing2 inc.,939993.2,97.62825 %
merchant5 inc.,939821.84,99.22242 %
fagged14 inc.,939384.3,97.62956 %
sputtering16 inc.,939241.4,97.63088 %
written16 inc.,939137.7,97.63219 %
unesthetic7 inc.,939054,97.63350 %
flame1 inc.,938605.6,97.63480 %
gloomiest12 inc.,938605.42,98.36564 %
infancy15 inc.,938502.45,97.63611 %
cadaver2 inc.,938444.7,97.63742 %
itchy3 inc.,938411.04,99.22603 %
enjoyably14 inc.,938225.4,97.63873 %
pommeling4 inc.,938151.3,97.64004 %
inquests2 inc.,938072.9,97.64135 %
accidence5 inc.,937881.9,97.64266 %
squid14 inc.,937880.16,99.22843 %
rally1 inc.,937719.6,97.64397 %
crumpled15 inc.,937549.2,97.64527 %
twenties8 inc.,936657.1,97.64789 %
vibrators12 inc.,936634.9,97.64919 %
assistance15 inc.,936586.5,97.65050 %
reaffirms12 inc.,936566.1,97.65181 %
gearbox2 inc.,936565.85,97.65311 %
vivisect inc.,936557.4,97.65442 %
bothersome14 inc.,935920.9,97.65573 %
baffled inc.,935872.8,97.65703 %
pedaled16 inc.,935803.3,97.65834 %
fakers2 inc.,935559,97.65964 %
room16 inc.,935426.25,99.53395 %
bleat3 inc.,935148.45,97.66225 %
mutating7 inc.,935062.5,97.66356 %
fidgets3 inc.,935049.45,97.66486 %
hammering4 inc.,934863.8,97.66616 %
unplug4 inc.,934815,97.66747 %
showings2 inc.,934633.6,97.67008 %
polymeric11 inc.,934372,97.67138 %
magnetism15 inc.,934317,97.67268 %
dignifies13 inc.,934290.2,97.67399 %
reembodies inc.,934267.4,97.67529 %
pileups13 inc.,934193.85,97.67659 %
sobbing8 inc.,934140.3,97.67790 %
unanimous4 inc.,933975.9,97.67920 %
plumps5 inc.,933932.9,97.68050 %
disunited9 inc.,933926.55,97.68181 %
sedum4 inc.,933841.95,97.68311 %
fourscore14 inc.,933736.95,97.68441 %
displace16 inc.,933478.3,97.68702 %
spelling14 inc.,933364.8,97.68832 %
twinight7 inc.,933345.75,97.68962 %
wiggle3 inc.,933271.95,97.69092 %
encases8 inc.,933178.35,97.69222 %
unsorted3 inc.,932946.9,97.69352 %
pilings12 inc.,932873.2,97.69483 %
firkins4 inc.,932806.6,97.69613 %
abridging14 inc.,932731.8,97.69743 %
limp10 inc.,932515.05,97.69873 %
idol15 inc.,932504.85,97.70003 %
heaviest8 inc.,932232.8,97.70133 %
clownishly10 inc.,932016,97.70263 %
pundit7 inc.,931864.92,99.26997 %
spending10 inc.,931825.5,97.70393 %
grids11 inc.,931668.75,97.70653 %
swept1 inc.,931662.3,97.70913 %
renovators6 inc.,931617,97.71043 %
gawking7 inc.,931530.5,97.71173 %
loads16 inc.,931272.46,98.24984 %
thriftiest5 inc.,931166.1,97.71303 %
comatose inc.,931084.08,99.42619 %
foliage4 inc.,931011.84,99.27668 %
estimators6 inc.,931006.7,97.71433 %
backpacker16 inc.,930823.35,97.71692 %
combo7 inc.,930697.65,97.71822 %
hisses inc.,930682.4,97.71952 %
frosts8 inc.,930663.6,97.72212 %
leper9 inc.,930625.65,97.72342 %
ermines14 inc.,930476.25,97.72471 %
exhumation3 inc.,930373.5,97.72601 %
stenotype12 inc.,930264,97.72731 %
gavials7 inc.,930203.6,97.72861 %
bohemian11 inc.,930095.9,97.72990 %
upkeeps5 inc.,929761.05,97.73120 %
sweeter11 inc.,929699.7,97.73250 %
invades12 inc.,929683.65,97.73380 %
compacted15 inc.,929445.45,97.73509 %
spondees5 inc.,929247.45,97.73768 %
checksums13 inc.,929225.1,97.73898 %
unworldly3 inc.,928955.6,97.74028 %
behooving11 inc.,928820.55,97.74416 %
undreamed11 inc.,928707.8,97.74546 %
breeziness5 inc.,928599.9,97.74676 %
satyrs14 inc.,928376.7,97.74805 %
mystifiers1 inc.,927918.9,97.74935 %
shamed1 inc.,927840.6,99.30391 %
babbles8 inc.,927634,97.75064 %
polynesia2 inc.,927429.8,97.75193 %
tubbier10 inc.,927369,97.75323 %
completed11 inc.,927359.25,97.75452 %
nostrils4 inc.,927093.8,97.75581 %
beaux10 inc.,926585.49,99.81045 %
lice inc.,926520.2,97.75711 %
cringed11 inc.,926395.1,97.75840 %
jays12 inc.,925798.5,97.76227 %
rhymester5 inc.,925711.05,97.76357 %
shetland6 inc.,925703.76,98.47326 %
anno4 inc.,925383.6,97.76486 %
attended6 inc.,925274.7,97.76615 %
sanitizer9 inc.,925047.9,97.76744 %
traversals7 inc.,924811.5,97.76873 %
butchery1 inc.,924767.3,97.77002 %
costly11 inc.,924387.6,97.77131 %
minutes5 inc.,924048.3,97.77260 %
dominant10 inc.,923977.3,97.77389 %
niggardly12 inc.,923883.45,97.77517 %
jungle10 inc.,923818.4,97.77646 %
zeppelin4 inc.,923759.1,97.77775 %
pullet16 inc.,923488.36,99.66990 %
milers9 inc.,923391,97.77904 %
lapidary12 inc.,923105.7,97.78033 %
auxin10 inc.,923101.89,99.21712 %
saxons14 inc.,923075.7,97.78162 %
nastiest16 inc.,922836.9,97.78548 %
deans13 inc.,922758.8,97.78677 %
scrounger11 inc.,922695.7,97.78805 %
pungently1 inc.,922255.4,97.79063 %
atone14 inc.,921897.45,97.79191 %
coffeepot7 inc.,921627.15,97.79320 %
torahs4 inc.,921559.59,98.62432 %
rollbacks2 inc.,921158.6,97.79577 %
gorges13 inc.,920935.8,97.79834 %
belie8 inc.,920591.7,97.79962 %
haylofts4 inc.,920518.8,97.80091 %
burgle13 inc.,920372.3,97.80348 %
fished15 inc.,920263.6,97.80476 %
marbling11 inc.,920173.65,97.80604 %
making inc.,920147.9,97.80733 %
plumbed7 inc.,920086.8,97.80861 %
dragnet5 inc.,919011.96,99.35499 %
wakes11 inc.,918891.5,97.80989 %
knife inc.,918743.94,99.35840 %
earthquake13 inc.,918409.2,97.81117 %
hermit14 inc.,918254.4,97.81245 %
funkier7 inc.,918245.4,97.81373 %
humger4 inc.,918074.1,97.81502 %
voyagers4 inc.,918018.6,97.81630 %
britannia9 inc.,917759.1,97.81886 %
ouzel11 inc.,917315.9,97.82014 %
graphitic11 inc.,917081.1,97.82270 %
metering5 inc.,916859.5,97.82398 %
emulators14 inc.,916760.25,97.82525 %
unyoking13 inc.,916740.4,97.82653 %
mitten5 inc.,916538.5,97.82909 %
mistaking11 inc.,916456.35,97.83165 %
caret4 inc.,916316.9,97.83293 %
titillate14 inc.,916291.95,97.83420 %
chorused12 inc.,916046.4,97.83548 %
benefit4 inc.,915916,97.83676 %
soften2 inc.,915903.24,99.47363 %
transacts2 inc.,915806.8,97.83804 %
drools11 inc.,915510.5,97.83931 %
paralegal15 inc.,915376.9,97.84187 %
smartingly13 inc.,914838.1,97.84442 %
diagram inc.,914793.75,97.84570 %
ensiled1 inc.,914708.25,97.84697 %
empathize11 inc.,914098.2,97.84825 %
roller5 inc.,914043,97.84952 %
labeled inc.,913780.6,97.85080 %
fantasias12 inc.,913718.5,97.85207 %
asperity8 inc.,913602.75,97.85335 %
larcener9 inc.,913588.5,97.85462 %
gardened inc.,913580.55,97.85590 %
petulant14 inc.,913538.9,97.85717 %
bossing7 inc.,913184.7,97.85844 %
blankest16 inc.,912851.64,99.40268 %
blurry1 inc.,912813,97.85972 %
brush3 inc.,912778.8,97.86099 %
powwows15 inc.,911428.1,97.86481 %
abhorring13 inc.,911316.42,99.41562 %
slimy4 inc.,911315.1,97.86608 %
quested inc.,911240.25,97.86735 %
masochism6 inc.,911232.1,97.86862 %
profaned16 inc.,911217.15,97.86989 %
stoned15 inc.,911105.01,98.87827 %
booked5 inc.,911057.2,97.87116 %
narrowness13 inc.,910925.85,97.87243 %
allegedly3 inc.,910777.65,97.87370 %
overvalues1 inc.,910453.6,97.87497 %
staves inc.,909877.35,97.87624 %
garrulity9 inc.,909845.4,97.87751 %
ukraine7 inc.,909684.4,97.87878 %
inject3 inc.,909604.05,97.88005 %
ketches7 inc.,909340.8,97.88132 %
skulk15 inc.,909264.8,97.88259 %
caution15 inc.,909061.2,97.88386 %
chansons8 inc.,908969.22,99.42747 %
pleases16 inc.,908871.7,97.88512 %
styling6 inc.,908621.2,97.88766 %
corseting4 inc.,908565.6,97.88893 %
moderately14 inc.,908461.95,97.89146 %
mull12 inc.,908444.3,97.89273 %
trash5 inc.,908425.8,97.89400 %
sellers10 inc.,908400.45,97.89526 %
steward3 inc.,908124.1,97.89653 %
bumping4 inc.,907963.2,97.89780 %
hereto9 inc.,907913.4,97.89906 %
elixirs2 inc.,907825,97.90033 %
forts15 inc.,907689.3,97.90160 %
penciled inc.,907582,97.90286 %
groomsmen11 inc.,907290.7,97.90413 %
patron10 inc.,907110.15,97.90539 %
ninth12 inc.,906983.2,97.90666 %
cyclops7 inc.,906610.65,97.90792 %
promotions5 inc.,906478.2,97.90919 %
generics7 inc.,906420.8,97.91045 %
gridiron2 inc.,906173.4,97.91298 %
caracole14 inc.,905927.1,97.91424 %
forepart11 inc.,905857.8,97.91551 %
betokening15 inc.,905730.5,97.91677 %
perimeter14 inc.,905654.7,97.91804 %
haploids12 inc.,905567.52,99.44456 %
operatives14 inc.,905443.95,97.91930 %
appalls12 inc.,905306.7,97.92056 %
cuticles4 inc.,905264.55,97.92182 %
prettified4 inc.,905246.25,97.92435 %
spark14 inc.,905246.25,97.92309 %
islamic13 inc.,905218.3,97.92561 %
permanency9 inc.,904956.66,99.91926 %
blowholes1 inc.,904783.8,97.92687 %
ponies10 inc.,904777.65,97.92814 %
soreheads15 inc.,904736.25,97.92940 %
solemnity6 inc.,904669.5,97.93066 %
wilderness13 inc.,904503,97.93192 %
subbed15 inc.,904497.9,97.93318 %
cloth16 inc.,904458.2,97.93445 %
shirts10 inc.,904352.25,97.93697 %
millrace13 inc.,904199.4,97.93823 %
violation6 inc.,904082.14,98.99851 %
praising3 inc.,904079.5,97.93949 %
slipcased5 inc.,903991.5,97.94075 %
sidetrack4 inc.,903793.8,97.94201 %
smatters14 inc.,903780.9,99.46159 %
slackest4 inc.,903644.1,97.94454 %
coded14 inc.,903353.94,99.46391 %
jackal16 inc.,903213.75,97.94580 %
craggy12 inc.,903050.7,97.94706 %
angostura inc.,902930.37,98.69220 %
pop16 inc.,902860.08,99.47147 %
gamed16 inc.,902758.2,97.94832 %
trespassed2 inc.,902757.9,97.94957 %
cosine2 inc.,902321.1,97.95209 %
outspelled1 inc.,902129.25,97.95335 %
hominoids10 inc.,901831.35,97.95461 %
farads1 inc.,901582.8,97.95587 %
defensive4 inc.,901296.16,101.52643 %
combust15 inc.,901052,97.95712 %
inferno8 inc.,901005.15,97.95838 %
bespread6 inc.,900977.4,97.96089 %
chummy14 inc.,900977.4,97.95964 %
desserts3 inc.,900791.4,97.96215 %
chattier3 inc.,900727.9,97.96341 %
stencil inc.,900576.15,97.96466 %
daylong inc.,900416.4,97.96592 %
flail3 inc.,900339.1,97.96718 %
autonomous inc.,900126,97.96969 %
connoting14 inc.,900118,97.97094 %
unfitting2 inc.,900101.85,97.97220 %
fitted8 inc.,899672.58,99.50123 %
poltroons2 inc.,899539.5,97.97471 %
impalement7 inc.,899453.1,97.97596 %
cohabits6 inc.,899444.7,97.97722 %
barriers14 inc.,899422.5,97.97847 %
waled5 inc.,899398.4,97.97973 %
herdsman6 inc.,899159.64,99.50562 %
portioning11 inc.,898957.05,97.98224 %
order7 inc.,898929.6,97.98349 %
workout12 inc.,898921.5,97.98474 %
opulence inc.,898913,97.98600 %
sweetmeats4 inc.,898746.6,97.98725 %
vassalage6 inc.,898386.4,97.98851 %
lashed3 inc.,898066.65,97.98976 %
tidying7 inc.,897809.88,99.51731 %
timbres2 inc.,897732,97.99101 %
curved10 inc.,897720.3,97.99226 %
peninsula9 inc.,897668.55,97.99352 %
salt10 inc.,897377.7,97.99477 %
divorces inc.,897327.6,97.99602 %
uppercut11 inc.,897245.7,97.99727 %
gulled16 inc.,897236.4,97.99852 %
refuting inc.,897212.55,97.99977 %
heroic7 inc.,897199.05,98.00103 %
stump inc.,897040.9,98.00228 %
stooped5 inc.,897025.8,98.00353 %
goad11 inc.,896983.2,98.00603 %
unlifelike3 inc.,896895.42,99.80692 %
filthier8 inc.,896866.1,98.00728 %
alleged inc.,896819.96,99.45012 %
doughiest3 inc.,896746.4,98.00853 %
gunsmith14 inc.,896600.4,98.00978 %
trios3 inc.,896341.5,98.01103 %
mortared2 inc.,896098,98.01353 %
extortions1 inc.,895934.9,98.01478 %
mammal13 inc.,895842.75,98.01603 %
airiest3 inc.,895464.9,98.01728 %
visages6 inc.,895407.21,98.86927 %
disaffect5 inc.,895237,98.01853 %
marquee8 inc.,895147.3,98.01978 %
pagodas1 inc.,895003.95,98.02228 %
sagged inc.,894618.3,98.02353 %
nutshells1 inc.,894598.95,98.02477 %
archways16 inc.,894418.2,98.02602 %
vies10 inc.,894228.8,98.02727 %
agouti10 inc.,893842.1,98.02976 %
horsehides16 inc.,893702.7,98.03101 %
mortgaged1 inc.,893638.8,98.03226 %
pageants8 inc.,893569.35,98.03350 %
landlady15 inc.,893470.2,98.03475 %
thrasher12 inc.,893335.8,98.03600 %
outgrowing9 inc.,893267.73,98.65177 %
caulks6 inc.,892980.9,98.03724 %
babels14 inc.,892847.2,98.03973 %
lactase6 inc.,892428.45,98.04098 %
aversive11 inc.,892023.1,98.04222 %
midgets10 inc.,891838.95,98.04347 %
spooning8 inc.,891001.4,98.04595 %
aster inc.,890861.55,98.04720 %
maoist2 inc.,890832.8,98.04844 %
conceals1 inc.,890806.95,98.04968 %
schooner3 inc.,890378.4,98.05217 %
cudgel3 inc.,889875.7,98.05589 %
nun12 inc.,889762.95,98.05837 %
despite7 inc.,889673.25,98.05961 %
snob1 inc.,889665.75,98.06086 %
menisci inc.,888769.2,98.06210 %
vinyls6 inc.,888511.95,98.06334 %
ding16 inc.,887968.5,98.06705 %
scenario8 inc.,887949.3,98.06829 %
